Transaction_ID,Date,Time,DateTime,Month,Quarter,Day_of_Week,Hour,WeekDay,WeekNumber,Is_Weekend,Is_Night_Txn,Sender_UPI,Receiver_UPI,Sender_Bank,Receiver_Bank,Sender_State,Receiver_State,Cross_State_Txn,Amount_INR,Amount_INR_Capped,Amount_Category,Transaction_Type,UPI_App,Device_Type,Is_Fraud,Fraud_Type,Fraud_Flag,Response_Time_Sec,Login_Attempts,New_Device_Used,Odd_Hour_Txn,Risk_Score,Risk_Label,Fraud_Velocity
TXN0002255,2024-07-20,22:22:36,2024-07-20 22:22:36,July,Q3,Saturday,22,Saturday,29,1,0,deepa951@okhdfcbank,ashok177@oksbi,Pnb,Kotak,Punjab,Bihar,1,4609.16,4609.16,Medium (₹2K-10K),P2M,Mobikwik,Ios,0,,LEGITIMATE,14,2,1,0,17.9,Low,0
TXN0003181,2024-07-21,03:09:58,2024-07-21 03:09:58,July,Q3,Sunday,3,Sunday,29,1,1,sanjay88@oksbi,priya307@okhdfcbank,Sbi,Bob,Tamil Nadu,Kerala,1,2428.63,2428.63,Medium (₹2K-10K),Bill Payment,Amazon Pay,Android,1,Vishing,FRAUD,3,9,1,1,95.1,Critical,1
TXN0003120,2024-07-21,06:42:52,2024-07-21 06:42:52,July,Q3,Sunday,6,Sunday,29,1,0,manish482@ybl,dinesh180@icici,Bob,Canara,Punjab,Haryana,1,4357.16,4357.16,Medium (₹2K-10K),Investment,Whatsapp Pay,Ios,0,,LEGITIMATE,16,1,0,0,33.1,Medium,0
TXN0004906,2024-07-21,07:35:39,2024-07-21 07:35:39,July,Q3,Sunday,7,Sunday,29,1,0,dinesh69@icici,rekha931@ybl,Yes Bank,Kotak,Delhi,Haryana,1,8896.29,8896.29,Medium (₹2K-10K),P2M,Paytm,Ios,0,,LEGITIMATE,36,1,0,0,11.7,Low,0
TXN0000896,2024-07-21,08:36:56,2024-07-21 08:36:56,July,Q3,Sunday,8,Sunday,29,1,0,sunita248@ybl,suresh830@axisbank,Hdfc,Kotak,Bihar,Punjab,1,17806.76,17806.76,Large (₹10K-50K),Bill Payment,Mobikwik,Web,0,,LEGITIMATE,24,2,0,0,30.6,Medium,0
TXN0003284,2024-07-21,11:01:17,2024-07-21 11:01:17,July,Q3,Sunday,11,Sunday,29,1,0,rekha851@apl,deepa425@axisbank,Yes Bank,Union Bank,Uttar Pradesh,Tamil Nadu,1,16102.16,16102.16,Large (₹10K-50K),P2M,Google Pay,Web,0,,LEGITIMATE,45,1,0,0,36.4,Medium,0
TXN0000384,2024-07-21,11:04:23,2024-07-21 11:04:23,July,Q3,Sunday,11,Sunday,29,1,0,ravi347@axisbank,nisha865@upi,Hdfc,Hdfc,Karnataka,Uttar Pradesh,1,1040.14,1040.14,Small (₹500-2K),Investment,Whatsapp Pay,Ios,0,,LEGITIMATE,42,1,1,0,5.8,Low,0
TXN0001616,2024-07-21,11:34:13,2024-07-21 11:34:13,July,Q3,Sunday,11,Sunday,29,1,0,dinesh12@axisbank,rajesh521@apl,Axis,Axis,Rajasthan,Gujarat,1,5514.4,5514.4,Medium (₹2K-10K),P2M,Google Pay,Android,0,,LEGITIMATE,12,1,0,0,35.3,Medium,0
TXN0003098,2024-07-21,11:51:56,2024-07-21 11:51:56,July,Q3,Sunday,11,Sunday,29,1,0,rekha187@paytm,manish141@paytm,Sbi,Pnb,Punjab,Telangana,1,8384.39,8384.39,Medium (₹2K-10K),Investment,Phonepe,Web,1,Social Engineering,FRAUD,3,9,1,0,83.4,Critical,1
TXN0002687,2024-07-21,14:26:58,2024-07-21 14:26:58,July,Q3,Sunday,14,Sunday,29,1,0,neha711@axisbank,ravi659@apl,Yes Bank,Axis,Kerala,Haryana,1,18310.3,18310.3,Large (₹10K-50K),Investment,Mobikwik,Android,0,,LEGITIMATE,49,2,0,0,11.9,Low,0
TXN0001692,2024-07-21,14:33:04,2024-07-21 14:33:04,July,Q3,Sunday,14,Sunday,29,1,0,sanjay13@axisbank,dinesh828@okhdfcbank,Canara,Yes Bank,Gujarat,Odisha,1,29236.99,29236.99,Large (₹10K-50K),Recharge,Bhim,Web,0,,LEGITIMATE,54,2,1,0,2.0,Low,0
TXN0004486,2024-07-21,18:23:56,2024-07-21 18:23:56,July,Q3,Sunday,18,Sunday,29,1,0,sunita372@okhdfcbank,sanjay270@apl,Sbi,Icici,Bihar,Kerala,1,43632.66,43632.66,Large (₹10K-50K),P2M,Google Pay,Web,0,,LEGITIMATE,9,2,1,0,18.2,Low,0
TXN0004775,2024-07-21,18:33:21,2024-07-21 18:33:21,July,Q3,Sunday,18,Sunday,29,1,0,deepa907@apl,pooja671@icici,Axis,Bob,Rajasthan,West Bengal,1,27696.46,27696.46,Large (₹10K-50K),Emi,Whatsapp Pay,Ios,0,,LEGITIMATE,38,2,1,0,15.2,Low,0
TXN0003103,2024-07-21,19:05:26,2024-07-21 19:05:26,July,Q3,Sunday,19,Sunday,29,1,0,ravi399@apl,meena907@okhdfcbank,Kotak,Union Bank,Madhya Pradesh,Telangana,1,17736.43,17736.43,Large (₹10K-50K),Recharge,Bhim,Android,0,,LEGITIMATE,13,2,1,0,18.8,Low,0
TXN0004400,2024-07-21,22:51:06,2024-07-21 22:51:06,July,Q3,Sunday,22,Sunday,29,1,0,neha900@icici,dinesh822@icici,Hdfc,Pnb,Delhi,Tamil Nadu,1,6736.62,6736.62,Medium (₹2K-10K),Recharge,Google Pay,Android,1,Social Engineering,FRAUD,4,6,1,1,89.8,Critical,1
TXN0001457,2024-07-22,07:18:03,2024-07-22 07:18:03,July,Q3,Monday,7,Monday,30,0,0,suresh248@okhdfcbank,anita416@upi,Union Bank,Yes Bank,Punjab,Madhya Pradesh,1,4705.89,4705.89,Medium (₹2K-10K),Investment,Whatsapp Pay,Web,1,Phishing,FRAUD,1,7,1,0,95.9,Critical,1
TXN0004151,2024-07-22,07:29:44,2024-07-22 07:29:44,July,Q3,Monday,7,Monday,30,0,0,ashok465@paytm,vikram165@okhdfcbank,Bob,Sbi,Kerala,Uttar Pradesh,1,15544.22,15544.22,Large (₹10K-50K),P2M,Google Pay,Web,0,,LEGITIMATE,6,2,0,0,18.8,Low,0
TXN0002512,2024-07-22,08:26:29,2024-07-22 08:26:29,July,Q3,Monday,8,Monday,30,0,0,anita870@oksbi,amit87@paytm,Pnb,Pnb,Telangana,Karnataka,1,2644.22,2644.22,Medium (₹2K-10K),P2P,Phonepe,Web,0,,LEGITIMATE,31,1,0,0,8.7,Low,0
TXN0004779,2024-07-22,12:12:03,2024-07-22 12:12:03,July,Q3,Monday,12,Monday,30,0,0,neha586@apl,pooja851@paytm,Hdfc,Icici,Delhi,Madhya Pradesh,1,4023.32,4023.32,Medium (₹2K-10K),P2P,Phonepe,Web,0,,LEGITIMATE,21,2,0,0,23.9,Low,0
TXN0000217,2024-07-22,13:30:22,2024-07-22 13:30:22,July,Q3,Monday,13,Monday,30,0,0,dinesh153@oksbi,rajesh659@icici,Yes Bank,Yes Bank,Tamil Nadu,Punjab,1,1204.35,1204.35,Small (₹500-2K),Investment,Amazon Pay,Ios,0,,LEGITIMATE,38,1,0,0,20.7,Low,0
TXN0003093,2024-07-22,14:16:57,2024-07-22 14:16:57,July,Q3,Monday,14,Monday,30,0,0,suresh58@paytm,anita451@icici,Union Bank,Hdfc,Telangana,Uttar Pradesh,1,2326.01,2326.01,Medium (₹2K-10K),P2P,Bhim,Web,0,,LEGITIMATE,43,1,0,0,34.2,Medium,0
TXN0001274,2024-07-22,15:11:39,2024-07-22 15:11:39,July,Q3,Monday,15,Monday,30,0,0,priya839@ybl,rekha829@okhdfcbank,Canara,Bob,Odisha,Odisha,0,1886.69,1886.69,Small (₹500-2K),Bill Payment,Bhim,Android,0,,LEGITIMATE,59,1,0,0,19.5,Low,0
TXN0001548,2024-07-22,16:00:41,2024-07-22 16:00:41,July,Q3,Monday,16,Monday,30,0,0,manish79@upi,rajesh703@okhdfcbank,Canara,Hdfc,Rajasthan,Uttar Pradesh,1,444.0,444.0,Micro (<₹500),Bill Payment,Mobikwik,Ios,0,,LEGITIMATE,27,2,0,0,16.0,Low,0
TXN0004839,2024-07-22,17:11:22,2024-07-22 17:11:22,July,Q3,Monday,17,Monday,30,0,0,sanjay226@ybl,nisha579@paytm,Yes Bank,Hdfc,Odisha,Gujarat,1,16537.45,16537.45,Large (₹10K-50K),Bill Payment,Google Pay,Ios,0,,LEGITIMATE,29,2,0,0,1.5,Low,0
TXN0003728,2024-07-22,17:46:39,2024-07-22 17:46:39,July,Q3,Monday,17,Monday,30,0,0,anita81@apl,suresh716@axisbank,Axis,Kotak,Gujarat,Maharashtra,1,2296.38,2296.38,Medium (₹2K-10K),P2P,Amazon Pay,Ios,0,,LEGITIMATE,56,2,0,0,31.3,Medium,0
TXN0001776,2024-07-22,22:48:19,2024-07-22 22:48:19,July,Q3,Monday,22,Monday,30,0,0,neha550@icici,deepa294@apl,Union Bank,Bob,Uttar Pradesh,Kerala,1,7940.98,7940.98,Medium (₹2K-10K),Investment,Paytm,Android,0,,LEGITIMATE,58,2,0,0,35.5,Medium,0
TXN0000940,2024-07-23,02:55:40,2024-07-23 02:55:40,July,Q3,Tuesday,2,Tuesday,30,0,1,arun201@apl,rekha643@icici,Yes Bank,Kotak,Delhi,Gujarat,1,216967.44,216967.44,Very High (>₹2L),P2P,Amazon Pay,Web,1,Fake UPI Link,FRAUD,1,8,1,1,71.5,High,1
TXN0004707,2024-07-23,06:51:09,2024-07-23 06:51:09,July,Q3,Tuesday,6,Tuesday,30,0,0,meena714@paytm,deepa509@ybl,Sbi,Kotak,Gujarat,Kerala,1,7273.12,7273.12,Medium (₹2K-10K),Recharge,Whatsapp Pay,Android,1,SIM Swap,FRAUD,4,3,1,0,95.8,Critical,1
TXN0004442,2024-07-23,06:57:03,2024-07-23 06:57:03,July,Q3,Tuesday,6,Tuesday,30,0,0,pooja350@icici,meena333@okhdfcbank,Canara,Hdfc,Madhya Pradesh,Odisha,1,24943.6,24943.6,Large (₹10K-50K),Investment,Whatsapp Pay,Android,0,,LEGITIMATE,7,1,0,0,19.1,Low,0
TXN0000557,2024-07-23,09:09:03,2024-07-23 09:09:03,July,Q3,Tuesday,9,Tuesday,30,0,0,priya619@icici,arun165@oksbi,Kotak,Canara,Uttar Pradesh,Haryana,1,5405.58,5405.58,Medium (₹2K-10K),Investment,Bhim,Ios,0,,LEGITIMATE,55,1,0,0,16.5,Low,0
TXN0004561,2024-07-23,10:32:30,2024-07-23 10:32:30,July,Q3,Tuesday,10,Tuesday,30,0,0,arun704@okhdfcbank,sanjay155@axisbank,Union Bank,Sbi,Uttar Pradesh,Kerala,1,9840.97,9840.97,Medium (₹2K-10K),Investment,Phonepe,Ios,0,,LEGITIMATE,54,1,1,0,37.7,Medium,0
TXN0000073,2024-07-23,12:49:08,2024-07-23 12:49:08,July,Q3,Tuesday,12,Tuesday,30,0,0,suresh297@paytm,sunita8@apl,Kotak,Sbi,Tamil Nadu,Uttar Pradesh,1,9298.8,9298.8,Medium (₹2K-10K),Investment,Google Pay,Web,0,,LEGITIMATE,5,1,0,0,30.1,Medium,0
TXN0004724,2024-07-23,16:28:05,2024-07-23 16:28:05,July,Q3,Tuesday,16,Tuesday,30,0,0,sanjay464@okhdfcbank,arun364@oksbi,Hdfc,Canara,Haryana,Haryana,0,7616.41,7616.41,Medium (₹2K-10K),Bill Payment,Amazon Pay,Android,0,,LEGITIMATE,20,1,0,0,16.6,Low,0
TXN0004475,2024-07-23,19:37:04,2024-07-23 19:37:04,July,Q3,Tuesday,19,Tuesday,30,0,0,ashok345@apl,sunita488@axisbank,Axis,Yes Bank,Haryana,Uttar Pradesh,1,19556.98,19556.98,Large (₹10K-50K),Bill Payment,Phonepe,Web,0,,LEGITIMATE,15,1,0,0,1.4,Low,0
TXN0002158,2024-07-23,19:59:14,2024-07-23 19:59:14,July,Q3,Tuesday,19,Tuesday,30,0,0,priya356@icici,meena643@oksbi,Yes Bank,Union Bank,Punjab,Kerala,1,71164.46,71164.46,High (₹50K-2L),Recharge,Whatsapp Pay,Ios,0,,LEGITIMATE,17,1,1,0,11.1,Low,0
TXN0001919,2024-07-24,05:28:48,2024-07-24 05:28:48,July,Q3,Wednesday,5,Wednesday,30,0,1,meena615@apl,ravi601@icici,Sbi,Yes Bank,Tamil Nadu,Odisha,1,170416.7,170416.7,High (₹50K-2L),P2P,Paytm,Android,1,SIM Swap,FRAUD,3,7,0,1,77.9,Critical,1
TXN0002253,2024-07-24,06:30:09,2024-07-24 06:30:09,July,Q3,Wednesday,6,Wednesday,30,0,0,suresh915@apl,dinesh261@okhdfcbank,Icici,Yes Bank,Odisha,Rajasthan,1,7904.57,7904.57,Medium (₹2K-10K),Recharge,Mobikwik,Android,0,,LEGITIMATE,13,1,0,0,36.8,Medium,0
TXN0003931,2024-07-24,06:34:51,2024-07-24 06:34:51,July,Q3,Wednesday,6,Wednesday,30,0,0,suresh571@okhdfcbank,manish956@icici,Hdfc,Union Bank,West Bengal,Kerala,1,22517.4,22517.4,Large (₹10K-50K),P2P,Amazon Pay,Web,0,,LEGITIMATE,35,1,0,0,20.1,Low,0
TXN0002436,2024-07-24,06:43:49,2024-07-24 06:43:49,July,Q3,Wednesday,6,Wednesday,30,0,0,priya329@oksbi,sunita917@paytm,Sbi,Icici,Bihar,West Bengal,1,809.68,809.68,Small (₹500-2K),Emi,Paytm,Ios,0,,LEGITIMATE,28,1,0,0,36.7,Medium,0
TXN0001909,2024-07-24,07:11:48,2024-07-24 07:11:48,July,Q3,Wednesday,7,Wednesday,30,0,0,sanjay30@upi,arun482@paytm,Axis,Pnb,Maharashtra,Madhya Pradesh,1,1360.87,1360.87,Small (₹500-2K),Emi,Whatsapp Pay,Ios,0,,LEGITIMATE,53,1,0,0,17.9,Low,0
TXN0004441,2024-07-24,07:44:29,2024-07-24 07:44:29,July,Q3,Wednesday,7,Wednesday,30,0,0,kavitha321@okhdfcbank,sunita342@icici,Canara,Axis,Odisha,Telangana,1,4298.1,4298.1,Medium (₹2K-10K),Investment,Amazon Pay,Ios,0,,LEGITIMATE,38,1,0,0,12.4,Low,0
TXN0001499,2024-07-24,08:37:14,2024-07-24 08:37:14,July,Q3,Wednesday,8,Wednesday,30,0,0,manish97@okhdfcbank,meena682@ybl,Union Bank,Pnb,Rajasthan,Gujarat,1,1933.94,1933.94,Small (₹500-2K),P2M,Google Pay,Ios,0,,LEGITIMATE,21,2,0,0,14.4,Low,0
TXN0002473,2024-07-24,10:49:14,2024-07-24 10:49:14,July,Q3,Wednesday,10,Wednesday,30,0,0,kavitha210@ybl,suresh58@apl,Kotak,Axis,Gujarat,Punjab,1,40801.62,40801.62,Large (₹10K-50K),Investment,Bhim,Ios,0,,LEGITIMATE,27,1,1,0,28.0,Medium,0
TXN0001300,2024-07-24,11:08:47,2024-07-24 11:08:47,July,Q3,Wednesday,11,Wednesday,30,0,0,priya975@ybl,neha620@upi,Kotak,Yes Bank,Delhi,Karnataka,1,597.89,597.89,Small (₹500-2K),Recharge,Amazon Pay,Ios,0,,LEGITIMATE,24,2,1,0,8.2,Low,0
TXN0002024,2024-07-24,11:51:12,2024-07-24 11:51:12,July,Q3,Wednesday,11,Wednesday,30,0,0,vikram200@paytm,deepa380@axisbank,Yes Bank,Pnb,Maharashtra,Telangana,1,11746.0,11746.0,Large (₹10K-50K),P2M,Paytm,Android,0,,LEGITIMATE,59,2,0,0,33.2,Medium,0
TXN0000337,2024-07-24,14:21:17,2024-07-24 14:21:17,July,Q3,Wednesday,14,Wednesday,30,0,0,suresh822@okhdfcbank,suresh671@upi,Sbi,Hdfc,Odisha,Telangana,1,35427.95,35427.95,Large (₹10K-50K),Investment,Paytm,Web,0,,LEGITIMATE,59,2,1,0,19.0,Low,0
TXN0004898,2024-07-24,14:56:32,2024-07-24 14:56:32,July,Q3,Wednesday,14,Wednesday,30,0,0,ravi823@okhdfcbank,arun141@okhdfcbank,Yes Bank,Pnb,Madhya Pradesh,Madhya Pradesh,0,308.91,308.91,Micro (<₹500),Emi,Phonepe,Web,0,,LEGITIMATE,41,2,0,0,33.8,Medium,0
TXN0003889,2024-07-24,19:40:38,2024-07-24 19:40:38,July,Q3,Wednesday,19,Wednesday,30,0,0,ravi826@paytm,meena409@axisbank,Sbi,Sbi,Maharashtra,Kerala,1,3245.73,3245.73,Medium (₹2K-10K),Recharge,Paytm,Web,0,,LEGITIMATE,22,2,0,0,27.1,Medium,0
TXN0002422,2024-07-24,20:42:32,2024-07-24 20:42:32,July,Q3,Wednesday,20,Wednesday,30,0,0,rekha790@icici,rekha523@ybl,Sbi,Pnb,Bihar,Maharashtra,1,4063.85,4063.85,Medium (₹2K-10K),Emi,Paytm,Android,0,,LEGITIMATE,57,1,0,0,35.2,Medium,0
TXN0001705,2024-07-24,22:04:40,2024-07-24 22:04:40,July,Q3,Wednesday,22,Wednesday,30,0,0,pooja849@oksbi,vikram195@upi,Icici,Icici,Maharashtra,Uttar Pradesh,1,7350.27,7350.27,Medium (₹2K-10K),Emi,Mobikwik,Android,1,Fake UPI Link,FRAUD,1,9,1,1,77.6,Critical,1
TXN0001954,2024-07-24,22:50:21,2024-07-24 22:50:21,July,Q3,Wednesday,22,Wednesday,30,0,0,manish757@okhdfcbank,ashok26@icici,Sbi,Icici,Gujarat,Karnataka,1,2856.73,2856.73,Medium (₹2K-10K),P2M,Whatsapp Pay,Ios,0,,LEGITIMATE,21,2,1,0,29.1,Medium,0
TXN0001604,2024-07-25,06:19:01,2024-07-25 06:19:01,July,Q3,Thursday,6,Thursday,30,0,0,sanjay105@ybl,dinesh827@apl,Hdfc,Axis,Uttar Pradesh,Karnataka,1,22399.93,22399.93,Large (₹10K-50K),Bill Payment,Phonepe,Android,0,,LEGITIMATE,52,2,0,0,25.7,Medium,0
TXN0004412,2024-07-25,08:39:01,2024-07-25 08:39:01,July,Q3,Thursday,8,Thursday,30,0,0,deepa324@apl,deepa925@icici,Yes Bank,Axis,Bihar,Uttar Pradesh,1,78308.36,78308.36,High (₹50K-2L),Emi,Whatsapp Pay,Ios,1,SIM Swap,FRAUD,1,3,0,0,79.2,Critical,1
TXN0003042,2024-07-25,09:22:30,2024-07-25 09:22:30,July,Q3,Thursday,9,Thursday,30,0,0,manish426@okhdfcbank,rajesh559@oksbi,Yes Bank,Yes Bank,Madhya Pradesh,Haryana,1,365.97,365.97,Micro (<₹500),Investment,Phonepe,Web,0,,LEGITIMATE,52,2,0,0,26.9,Medium,0
TXN0000113,2024-07-25,10:00:35,2024-07-25 10:00:35,July,Q3,Thursday,10,Thursday,30,0,0,neha417@apl,meena667@axisbank,Axis,Sbi,Delhi,Uttar Pradesh,1,26543.71,26543.71,Large (₹10K-50K),P2M,Whatsapp Pay,Ios,0,,LEGITIMATE,35,1,1,0,30.5,Medium,0
TXN0000899,2024-07-25,10:14:26,2024-07-25 10:14:26,July,Q3,Thursday,10,Thursday,30,0,0,priya210@apl,rekha548@okhdfcbank,Canara,Axis,Uttar Pradesh,Telangana,1,8574.01,8574.01,Medium (₹2K-10K),Bill Payment,Whatsapp Pay,Android,0,,LEGITIMATE,9,1,1,0,5.0,Low,0
TXN0002616,2024-07-25,11:51:38,2024-07-25 11:51:38,July,Q3,Thursday,11,Thursday,30,0,0,rajesh516@ybl,meena636@oksbi,Icici,Hdfc,Gujarat,Delhi,1,11775.4,11775.4,Large (₹10K-50K),Emi,Google Pay,Web,0,,LEGITIMATE,7,1,0,0,29.3,Medium,0
TXN0000632,2024-07-25,12:48:01,2024-07-25 12:48:01,July,Q3,Thursday,12,Thursday,30,0,0,manish744@upi,rekha802@oksbi,Kotak,Sbi,Telangana,Madhya Pradesh,1,17166.52,17166.52,Large (₹10K-50K),P2P,Google Pay,Ios,0,,LEGITIMATE,43,2,0,0,32.5,Medium,0
TXN0002496,2024-07-25,13:00:55,2024-07-25 13:00:55,July,Q3,Thursday,13,Thursday,30,0,0,priya584@apl,amit921@paytm,Bob,Union Bank,Punjab,Uttar Pradesh,1,596.69,596.69,Small (₹500-2K),Investment,Bhim,Android,0,,LEGITIMATE,21,1,1,0,11.0,Low,0
TXN0004323,2024-07-25,14:09:13,2024-07-25 14:09:13,July,Q3,Thursday,14,Thursday,30,0,0,kavitha566@axisbank,nisha664@oksbi,Axis,Icici,Maharashtra,Odisha,1,2986.53,2986.53,Medium (₹2K-10K),Emi,Amazon Pay,Web,0,,LEGITIMATE,57,1,0,0,29.0,Medium,0
TXN0002132,2024-07-25,19:13:22,2024-07-25 19:13:22,July,Q3,Thursday,19,Thursday,30,0,0,kavitha693@apl,dinesh18@apl,Union Bank,Bob,Kerala,Punjab,1,4500.67,4500.67,Medium (₹2K-10K),Bill Payment,Bhim,Ios,0,,LEGITIMATE,50,1,1,0,13.7,Low,0
TXN0002395,2024-07-25,19:46:50,2024-07-25 19:46:50,July,Q3,Thursday,19,Thursday,30,0,0,ravi816@upi,meena48@ybl,Bob,Canara,Rajasthan,Kerala,1,2889.74,2889.74,Medium (₹2K-10K),Bill Payment,Google Pay,Android,0,,LEGITIMATE,45,2,1,0,34.4,Medium,0
TXN0002562,2024-07-25,21:34:04,2024-07-25 21:34:04,July,Q3,Thursday,21,Thursday,30,0,0,neha544@axisbank,sanjay625@axisbank,Hdfc,Sbi,Rajasthan,Haryana,1,4784.83,4784.83,Medium (₹2K-10K),Emi,Phonepe,Android,0,,LEGITIMATE,42,1,0,0,24.5,Low,0
TXN0002335,2024-07-26,03:30:12,2024-07-26 03:30:12,July,Q3,Friday,3,Friday,30,0,1,priya539@apl,amit946@ybl,Bob,Union Bank,Delhi,Madhya Pradesh,1,8392.5,8392.5,Medium (₹2K-10K),P2M,Amazon Pay,Ios,1,Fake UPI Link,FRAUD,2,4,1,1,91.9,Critical,1
TXN0001629,2024-07-26,08:22:24,2024-07-26 08:22:24,July,Q3,Friday,8,Friday,30,0,0,rajesh878@paytm,kavitha167@apl,Yes Bank,Kotak,Haryana,Bihar,1,982.92,982.92,Small (₹500-2K),P2P,Whatsapp Pay,Ios,0,,LEGITIMATE,56,1,0,0,3.0,Low,0
TXN0002962,2024-07-26,09:14:50,2024-07-26 09:14:50,July,Q3,Friday,9,Friday,30,0,0,manish25@axisbank,ravi291@upi,Axis,Bob,Karnataka,Telangana,1,4596.21,4596.21,Medium (₹2K-10K),Investment,Mobikwik,Android,0,,LEGITIMATE,52,1,0,0,1.5,Low,0
TXN0002316,2024-07-26,09:43:11,2024-07-26 09:43:11,July,Q3,Friday,9,Friday,30,0,0,deepa99@paytm,priya104@upi,Hdfc,Axis,Odisha,Maharashtra,1,18459.2,18459.2,Large (₹10K-50K),Emi,Mobikwik,Android,0,,LEGITIMATE,45,2,0,0,10.8,Low,0
TXN0003030,2024-07-26,10:54:29,2024-07-26 10:54:29,July,Q3,Friday,10,Friday,30,0,0,neha201@oksbi,nisha619@oksbi,Axis,Union Bank,Telangana,Odisha,1,50795.63,50795.63,High (₹50K-2L),Bill Payment,Bhim,Android,0,,LEGITIMATE,57,2,1,0,18.8,Low,0
TXN0000401,2024-07-26,15:13:55,2024-07-26 15:13:55,July,Q3,Friday,15,Friday,30,0,0,neha938@apl,manish901@upi,Canara,Bob,Maharashtra,Odisha,1,39641.69,39641.69,Large (₹10K-50K),P2M,Paytm,Ios,0,,LEGITIMATE,24,1,0,0,31.8,Medium,0
TXN0001162,2024-07-26,17:13:06,2024-07-26 17:13:06,July,Q3,Friday,17,Friday,30,0,0,neha719@oksbi,rajesh759@axisbank,Pnb,Sbi,West Bengal,Bihar,1,5096.58,5096.58,Medium (₹2K-10K),P2M,Phonepe,Android,0,,LEGITIMATE,23,2,1,0,16.4,Low,0
TXN0000499,2024-07-26,17:52:09,2024-07-26 17:52:09,July,Q3,Friday,17,Friday,30,0,0,suresh767@axisbank,dinesh716@ybl,Bob,Yes Bank,Gujarat,Haryana,1,7338.43,7338.43,Medium (₹2K-10K),Investment,Mobikwik,Ios,0,,LEGITIMATE,51,1,0,0,1.3,Low,0
TXN0002424,2024-07-26,20:25:26,2024-07-26 20:25:26,July,Q3,Friday,20,Friday,30,0,0,sunita700@oksbi,manish258@okhdfcbank,Kotak,Axis,Uttar Pradesh,Rajasthan,1,1303.09,1303.09,Small (₹500-2K),P2P,Bhim,Web,1,OTP Fraud,FRAUD,2,6,0,0,95.1,Critical,1
TXN0003311,2024-07-26,21:34:59,2024-07-26 21:34:59,July,Q3,Friday,21,Friday,30,0,0,arun860@okhdfcbank,rekha729@upi,Yes Bank,Yes Bank,West Bengal,Rajasthan,1,3270.83,3270.83,Medium (₹2K-10K),Investment,Amazon Pay,Ios,1,Social Engineering,FRAUD,3,6,1,0,84.9,Critical,1
TXN0004997,2024-07-26,22:18:40,2024-07-26 22:18:40,July,Q3,Friday,22,Friday,30,0,0,arun710@oksbi,pooja379@upi,Canara,Canara,Maharashtra,Maharashtra,0,425730.55,425730.55,Very High (>₹2L),Investment,Mobikwik,Android,1,Account Takeover,FRAUD,5,7,0,1,82.7,Critical,1
TXN0003001,2024-07-27,06:07:59,2024-07-27 06:07:59,July,Q3,Saturday,6,Saturday,30,1,0,rekha529@okhdfcbank,vikram780@oksbi,Sbi,Pnb,Delhi,Gujarat,1,100000.0,100000.0,High (₹50K-2L),Investment,Phonepe,Ios,0,,LEGITIMATE,60,2,1,0,20.4,Low,0
TXN0004523,2024-07-27,07:20:29,2024-07-27 07:20:29,July,Q3,Saturday,7,Saturday,30,1,0,deepa477@oksbi,pooja642@apl,Axis,Sbi,Uttar Pradesh,Punjab,1,64068.27,64068.27,High (₹50K-2L),P2P,Paytm,Android,0,,LEGITIMATE,23,2,0,0,5.1,Low,0
TXN0000554,2024-07-27,08:15:23,2024-07-27 08:15:23,July,Q3,Saturday,8,Saturday,30,1,0,rajesh209@oksbi,anita572@apl,Bob,Hdfc,Kerala,Haryana,1,4811.24,4811.24,Medium (₹2K-10K),P2M,Amazon Pay,Ios,0,,LEGITIMATE,41,1,1,0,38.3,Medium,0
TXN0001127,2024-07-27,10:20:38,2024-07-27 10:20:38,July,Q3,Saturday,10,Saturday,30,1,0,priya822@paytm,dinesh404@ybl,Icici,Canara,Punjab,Karnataka,1,3386.25,3386.25,Medium (₹2K-10K),Recharge,Amazon Pay,Ios,0,,LEGITIMATE,60,1,0,0,28.8,Medium,0
TXN0004954,2024-07-27,10:32:09,2024-07-27 10:32:09,July,Q3,Saturday,10,Saturday,30,1,0,pooja79@upi,suresh254@oksbi,Union Bank,Axis,Karnataka,Karnataka,0,66120.2,66120.2,High (₹50K-2L),Investment,Amazon Pay,Android,0,,LEGITIMATE,35,2,0,0,9.6,Low,0
TXN0002666,2024-07-27,11:26:33,2024-07-27 11:26:33,July,Q3,Saturday,11,Saturday,30,1,0,amit233@oksbi,meena531@axisbank,Bob,Yes Bank,Rajasthan,Rajasthan,0,5682.62,5682.62,Medium (₹2K-10K),Recharge,Mobikwik,Web,0,,LEGITIMATE,58,1,1,0,18.6,Low,0
TXN0003383,2024-07-27,12:21:49,2024-07-27 12:21:49,July,Q3,Saturday,12,Saturday,30,1,0,sanjay854@axisbank,meena645@apl,Yes Bank,Axis,West Bengal,Haryana,1,41766.74,41766.74,Large (₹10K-50K),Recharge,Mobikwik,Android,0,,LEGITIMATE,10,1,0,0,28.6,Medium,0
TXN0003152,2024-07-27,12:40:34,2024-07-27 12:40:34,July,Q3,Saturday,12,Saturday,30,1,0,amit251@paytm,kavitha874@okhdfcbank,Kotak,Kotak,Uttar Pradesh,Telangana,1,3741.24,3741.24,Medium (₹2K-10K),Bill Payment,Paytm,Web,0,,LEGITIMATE,6,1,1,0,22.4,Low,0
